STRUCTURE_NUMBER_008,LOCATION_009,"coordinates (lat, lon)",_year_built,_super_cond,N_i,lambda_i,p_truck,s_elem,V_elem,V_age,s_des,V_des,Risk_truck,Risk_Rank,Risk_Level,Risk_Explanation,Street_View_URL
180570E01375003,'0.3 Mi SW of E Campbell',"32.972022, -96.714433",1979,,0,0,0,2,1,1.314285714,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.972022,-96.714433"
180570E01375010,'0.1 Mi S of Centennial',"32.937581, -96.734233",1985,,0,0,0,2,1,1.142857143,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.937581,-96.734233"
180570E01375011,'0.20 Mi N of Arapaho Rd',"32.962947, -96.722892",2000,7,0,0,0,1,0.666666667,1,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.962947,-96.722892"
180570E01375012,'0.20 Mi N of Arapaho Rd',"32.962981, -96.722869",2000,7,0,0,0,1,0.666666667,1,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.962981,-96.722869"
180570E01605001,'0.1 Mi NE of Collins Blvd',"32.969531, -96.708939",1984,,0,0,0,2,1,1.171428571,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.969531,-96.708939"
180570E01640001,'0.25 Mi NE of Alma Road',"32.971069, -96.712647",1979,,0,0,0,2,1,1.314285714,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.971069,-96.712647"
180570E01665001,'0.05 MI N OF BELT LINE RD',"32.946672, -96.682814",1986,6,0,0,0,2,1,1.114285714,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.946672,-96.682814"
180570E01665002,'0.4 MI S OF COLLIN C/L',"32.979022, -96.682492",1986,7,0,0,0,1,0.666666667,1.114285714,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.979022,-96.682492"
180570E01675001,'0.10 Mi E of US 75',"32.9481, -96.733928",1975,,0,0,0,2,1,1.428571429,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.948100,-96.733928"
180570E01795001,'0.05 Mi S of Arapaho Rd',"32.962158, -96.739442",1960,,0,0,0,2,1,1.857142857,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.962158,-96.739442"
180570E01975001,'0.05 MI W OF WATERVIEW DR',"32.970853, -96.75545",1967,,0,0,0,2,1,1.657142857,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.970853,-96.755450"
180570E01975002,'0.05 MI E OF WEST SHORE',"32.970778, -96.747456",2017,,0,0,0,2,1,1,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.970778,-96.747456"
180570E02095001,'0.4 MI S OF ARAPHO RD',"32.956886, -96.749508",1965,6,0,0,0,2,1,1.714285714,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.956886,-96.749508"
180570E01290001,'0.10 Mi N of Belt Line Rd',"32.947122, -96.704986",1963,,0,0,0,2,1,1.771428571,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.947122,-96.704986"
180570F51526002,'1.20 MI W OF LP 12',"32.746769, -96.940297",1930,7,0,0,0,1,0.666666667,2.714285714,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.746769,-96.940297"
180570F51526003,'0.70 MI W  OF LP 12',"32.747294, -96.932206",1930,7,0,0,0,1,0.666666667,2.714285714,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.747294,-96.932206"
180570F54705002,'5.8 MI W OF US 67',"32.583686, -97.023486",1984,7,0,0,0,1,0.666666667,1.171428571,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.583686,-97.023486"
180570F54705003,'5.8 MI W OF US 67',"32.583658, -97.023447",1984,7,0,0,0,1,0.666666667,1.171428571,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.583658,-97.023447"
180570F54705004,'1.0 MI S OF IH 20',"32.665847, -97.026014",2013,8,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.665847,-97.026014"
180570F54705005,'1.0 MI S OF IH 20',"32.665861, -97.026003",2013,8,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.665861,-97.026003"
180570F56203001,'0.20 MI E OF L. STAR PKWY',"32.767167, -96.992808",2004,8,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.767167,-96.992808"
180570F58685002,'0.1 MI E OF FM 1382',"32.720561, -96.992081",1950,,0,0,0,2,1,2.142857143,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.720561,-96.992081"
180570F58685005,'0.3 MI W OF CARRIER PKWY',"32.720861, -97.018764",2021,8,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.720861,-97.018764"
180570F59161002,'1.8 MI S OF IH 20',"32.652042, -97.027889",1978,,0,0,0,2,1,1.342857143,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.652042,-97.027889"
180570F60015001,'0.10 MI E OF BELT LINE RD',"32.767122, -96.992897",1990,6,0,0,0,2,1,1,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.767122,-96.992897"
180570F60015002,'0.10 MI E OF BELT LINE RD',"32.767214, -96.992708",1990,6,0,0,0,2,1,1,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.767214,-96.992708"
180570F12508001,'0.25 MI N  OF IH 30',"32.763281, -96.995033",2004,7,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.763281,-96.995033"
180570F63000002,'1.2 MI E OF PGBTP',"32.7924, -96.997097",2018,,0,0,0,2,1,1,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.792400,-96.997097"
180570F63000003,'1.3 MI E OF PGBTP',"32.792408, -96.995692",2018,,0,0,0,2,1,1,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.792408,-96.995692"
180570F65740001,'0.10 MI W OF BELT LINE RD',"32.751444, -96.995686",1946,,0,0,0,2,1,2.257142857,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.751444,-96.995686"
180570F66811001,'0.01 MI SW OF POLLOCK PL',"32.769419, -96.981806",2004,,0,0,0,2,1,1,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.769419,-96.981806"
180570F68886001,'1.0 MI E OF LAKE RIDGE',"32.658306, -97.019581",1988,,0,0,0,2,1,1.057142857,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.658306,-97.019581"
180570F68888001,'0.2 MI E of S Carrier Pkw',"32.657614, -97.001369",2003,,0,0,0,2,1,1,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.657614,-97.001369"
180570F69522001,'0.4 MI S OF POLO RD',"32.652825, -97.020978",2013,,0,0,0,2,1,1,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.652825,-97.020978"
180570F73300001,'0.1 MI S OF RACQUET CLUB',"32.688358, -96.997761",1978,6,0,0,0,2,1,1.342857143,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.688358,-96.997761"
180570F73768005,'0.1 MI S OF MARSHALL DR',"32.720214, -97.019683",2021,8,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.720214,-97.019683"
180570F74176001,'0.50 MI W  OF CARRIER PKW',"32.75285, -97.025322",1968,,0,0,0,2,1,1.628571429,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.752850,-97.025322"
180570F74900001,'0.3 MI NW OF I-30 WB FR',"32.762006, -96.992853",2019,,0,0,0,2,1,1,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.762006,-96.992853"
180570F78672020,'0.05 MI W OF BELT LINE RD',"32.805097, -96.9954",1991,7,0,0,0,1,0.666666667,1,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.805097,-96.995400"
180570F63000001,'0.6 MI E OF PGBTP',"32.792461, -97.006889",2018,,0,0,0,2,1,1,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.792461,-97.006889"
180570F12508004,'0.3 MI S  OF POLO RD',"32.655014, -97.014989",2013,,0,0,0,2,1,1,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.655014,-97.014989"
180570F12508005,'0.65 MI N  OF IH 30',"32.768814, -96.994925",2004,7,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.768814,-96.994925"
180570F12508006,'0.65 MI N  OF IH 30',"32.768697, -96.994928",2004,6,0,0,0,2,1,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.768697,-96.994928"
180570F12508007,'0.25 MI N  OF IH 30',"32.76255, -96.995044",2004,7,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.762550,-96.995044"
180570F12508008,'0.35 MI N  OF IH 30',"32.764261, -96.995017",2004,7,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.764261,-96.995017"
180570F12508009,'0.1 MI S  OF IH 20',"32.674394, -97.015586",1991,7,0,0,0,1,0.666666667,1,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.674394,-97.015586"
180570F12508010,'0.1 MI S OF IH 20',"32.67425, -97.015528",1991,7,0,0,0,1,0.666666667,1,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.674250,-97.015528"
180570F12508011,'0.1 MI N OF IH 20',"32.677786, -97.017325",1991,8,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.677786,-97.017325"
180570F12508012,'0.1 MI N OF IH 20',"32.677806, -97.017336",1991,8,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.677806,-97.017336"
180570F12508016,'1.4 MI N OF IH 20',"32.694644, -97.018292",2003,,0,0,0,2,1,1,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.694644,-97.018292"
180570F12508017,'0.35 MI N  OF IH 30',"32.764197, -96.995017",2004,7,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.764197,-96.995017"
180570F13971001,'0.1 MI E OF NW 9TH ST',"32.756278, -97.01465",2006,8,0,0,0,1,0.666666667,1,0,0.333333333,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.756278,-97.014650"
180570F51526001,'1.55 MI W OF LP 12',"32.746575, -96.945833",1930,7,0,0,0,1,0.666666667,2.714285714,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.746575,-96.945833"
180570F21233007,'1.20 MI N  OF IH 30',"32.774133, -97.028314",1975,7,0,0,0,1,0.666666667,1.428571429,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.774133,-97.028314"
180570F21233008,'1.00 MI N  OF IH 30',"32.770756, -97.027519",2009,,0,0,0,2,1,1,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.770756,-97.027519"
180570F21233009,'1.20 MI N  OF IH 30',"32.774672, -97.028414",1975,7,0,0,0,1,0.666666667,1.428571429,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.774672,-97.028414"
180570F21236001,'1.6 MI S of IH 20',"32.65465, -97.007394",2005,,0,0,0,2,1,1,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.654650,-97.007394"
180570F21436002,'0.3 MI N OF MARSHALL DR',"32.723931, -97.015339",1950,,0,0,0,2,1,2.142857143,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.723931,-97.015339"
180570F21436003,'0.1 MI S OF DICKERY RD',"32.727014, -97.015075",1950,,0,0,0,2,1,2.142857143,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.727014,-97.015075"
180570F21436006,'0.01 MI N OF IH 20 WBFR',"32.675417, -97.006894",2021,8,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.675417,-97.006894"
180570F21436011,'0.9 MI S OF SP 303',"32.693758, -97.015575",1985,,0,0,0,2,1,1.142857143,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.693758,-97.015575"
180570F21436012,'1.2 MI S OF SP 303',"32.693797, -97.015572",1985,,0,0,0,2,1,1.142857143,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.693797,-97.015572"
180570F28338001,'1.6 MI S OF SP 303',"32.690806, -97.003136",1968,6,0,0,0,2,1,1.628571429,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.690806,-97.003136"
180570F39498001,'0.06 MI W  OF SH 161 SBFR',"32.765397, -97.030817",2007,,0,0,0,2,1,1,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.765397,-97.030817"
180570F48800001,'STORY RD INTERSECTION',"32.782092, -96.976597",2012,8,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.782092,-96.976597"
180570F48800002,'AT STORY RD INTERSECTION',"32.781972, -96.976808",2012,7,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.781972,-96.976808"
180570F21233001,'0.40 MI S  OF IH 30',"32.753647, -97.017281",1950,,0,0,0,2,1,2.142857143,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.753647,-97.017281"
1805709R7770031,'0.6 MI E OF INWOOD RD',"32.894878, -96.809344",1966,7,0,0,0,1,0.666666667,1.685714286,3,1.333333333,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.894878,-96.809344"
1805709R8250001,'0.4 MI S  OF KIEST BLVD',"32.700542, -96.849561",1961,6,0,0,0,2,1,1.828571429,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.700542,-96.849561"
1805709S0320001,'1.10 MI E OF GRAND AVE',"32.792958, -96.728975",1985,6,0,0,0,2,1,1.142857143,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.792958,-96.728975"
1805709S0320002,'1.10 MI E OF GRAND AVE',"32.792958, -96.728756",1985,6,0,0,0,2,1,1.142857143,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.792958,-96.728756"
1805709S0320003,'0.1 MI W OF LAWNVIEW AVE',"32.792978, -96.727322",1936,,0,0,0,2,1,2.542857143,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.792978,-96.727322"
1805709S0320004,'0.2 MI E OF FERGUSON RD',"32.793244, -96.723378",2009,,0,0,0,2,1,1,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.793244,-96.723378"
1805709S0870001,'1.5 MI W OF IH 35E',"32.966125, -96.944453",2000,7,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.966125,-96.944453"
1805709S0870004,'0.3 MI W OF IH 35E',"32.968603, -96.925081",1980,,0,0,0,2,1,1.285714286,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.968603,-96.925081"
1805709S1140001,'0.03 MI E OF ST NICHOLAS',"32.712008, -96.872644",2004,,0,0,0,2,1,1,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.712008,-96.872644"
1805709S2150001,'0.2 MI W OF ST AUGUSTIN',"32.709469, -96.660094",1974,6,0,0,0,2,1,1.457142857,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.709469,-96.660094"
1805709S2150003,'0.25 MI E OF MASTERS DR',"32.705042, -96.644428",1960,,0,0,0,2,1,1.857142857,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.705042,-96.644428"
1805709S2150006,'0.1 MI NW OF BELT LINE RD',"32.688647, -96.589739",1986,,0,0,0,2,1,1.114285714,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.688647,-96.589739"
180570C01640006,'0.35 MI NE OF IH 20',"32.707103, -96.563664",1991,7,0,0,0,1,0.666666667,1,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.707103,-96.563664"
1805709S2320001,'0.40 MI E OF N JIM MILLER',"32.737758, -96.693417",2009,7,0,0,0,1,0.666666667,1,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.737758,-96.693417"
1805709S2340002,'0.95 MI SE OF SH 352',"32.7569, -96.739656",1950,6,0,0,0,2,1,2.142857143,0,0.333333333,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.756900,-96.739656"
1805709S2340004,'1.10 MI SE OF HATCHER ST',"32.751017, -96.732769",1950,6,0,0,0,2,1,2.142857143,0,0.333333333,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.751017,-96.732769"
1805709S2340005,'1.30 MI SE OF HATCHER ST',"32.748556, -96.729894",1960,6,0,0,0,2,1,1.857142857,0,0.333333333,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.748556,-96.729894"
1805709S2340008,'0.95 MI SE OF SH 352',"32.756892, -96.739647",1930,4,0,0,0,4,1.666666667,2.714285714,0,0.333333333,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.756892,-96.739647"
1805709S2340009,'1.10 MI SE OF SH 352',"32.755475, -96.737969",1981,7,0,0,0,1,0.666666667,1.257142857,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.755475,-96.737969"
1805709S2340010,'1.10 MI SE OF HATCHER ST',"32.750792, -96.732647",1930,5,0,0,0,3,1.333333333,2.714285714,0,0.333333333,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.750792,-96.732647"
1805709S2340012,'1.10 MI SE OF SH 352',"32.755472, -96.737969",2018,8,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.755472,-96.737969"
1805709S2340013,'1.3 MI SE OF HATCHER ST',"32.74855, -96.729889",2019,8,0,0,0,1,0.666666667,1,1,0.666666667,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.748550,-96.729889"
1805709S2790001,'0.1 MI E OF AUDELIA RD',"32.916806, -96.7168",1978,,0,0,0,2,1,1.342857143,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.916806,-96.716800"
1805709S2790002,'0.1 MI E OF CANDLEBROOK',"32.9168, -96.71145",1979,,0,0,0,2,1,1.314285714,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.916800,-96.711450"
1805709S2870001,'0.2 MI S OF PARK LANE',"32.867856, -96.763303",1976,,0,0,0,2,1,1.4,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.867856,-96.763303"
1805709S2290001,'0.1 MI S OF LINFIELD RD',"32.708572, -96.766703",1972,,0,0,0,2,1,1.514285714,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.708572,-96.766703"
1805709P8490001,'0.1 MI E OF ESMALDA DR',"32.780758, -96.879261",1966,,0,0,0,2,1,1.685714286,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.780758,-96.879261"
1805709Q1650001,'0.2 MI E OF COCKRELL HILL',"32.715156, -96.888344",1965,,0,0,0,2,1,1.714285714,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.715156,-96.888344"
1805709R0270001,'0.1 MI W OF SUNNYBROOK LN',"32.866636, -96.827436",1960,,0,0,0,2,1,1.857142857,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.866636,-96.827436"
1805709R0660001,'0.65 MI N OF ILLINOIS AVE',"32.729258, -96.820583",1930,6,0,0,0,2,1,2.714285714,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.729258,-96.820583"
1805709R1070001,'0.15 MI W OF SHEPHARD RD',"32.690408, -96.616794",1952,7,0,0,0,1,0.666666667,2.085714286,0,0.333333333,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.690408,-96.616794"
1805709R1140001,'0.02 MI N JEFFERSON BLVD',"32.744822, -96.869967",2004,,0,0,0,2,1,1,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.744822,-96.869967"
1805709R1470001,'0.1 MI W OF HARRY HINES',"32.817636, -96.846594",1954,,0,0,0,2,1,2.028571429,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.817636,-96.846594"
1805709R1470002,'0.02 MI E OF HARRY HINES',"32.818378, -96.844342",2001,7,0,0,0,1,0.666666667,1,0,0.333333333,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.818378,-96.844342"
1805709R1560001,'0.1 MI E OF POLK ST',"32.672808, -96.837817",1969,6,0,0,0,2,1,1.6,2,1,0,4840,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.672808,-96.837817"
